comedians,bios
rita rudner,"[['house-filling', 'epigrammatic', 'longest-running', 'first', 'special', 'several', '’', 'one-hour', 'first', 'daily', 'personal', 'special', 'stand-up', 'special', 'non-fiction', 't', 'frequent', 'special', 'new'], [], ['Most'], ['Las', 'Vegas', 'Rita', 'Rudner', 'Las', 'Vegas', 'Rita', 'Las', 'Vegas', '’', '“', 'Comedian', 'Year', '”', 'Rita', '’', 'HBO', 'Rita', 'Rudner', '’', 'Night', 'Stand', 'Rudner', 'HBO', 'Born', 'Mild', 'Married', 'Without', 'Children', 'Rudner', 'Ask', 'Rita', 'Rita', 'Rudner', 'Las', 'Vegas', 'PBS', '’', 'Rita', 'Naked', 'Beneath', 'My', 'Clothes', 'Rita', 'Rudner', '’', 'Guide', 'Men', 'It…I', 'Just', 'Remember', 'Where', 'Pink', 'Tables', 'Rudner', 'Martin', 'Bergman', 'Peter', '’', 'Friends', 'Thanks', 'Showtime', 'Room', 'Pink', 'Rita', 'Martin', 'Rita', 'Rudner', 'Show', 'BBC', 'London', 'Rita', 'Showtime', 'Rita', 'Rudner', 'Three', 'Potential', 'Ex-Husbands', 'Rita', 'Playhouse', 'Act', 'David', 'Ambrose'], [], ['lightheartedly', 'first', 'ever', 'also', 'Still', 'also', 'together', 'also', 'recently'], [], []]"
roast battle,"[['original', 'first', 'creator-host', 'colorful', 'top', 'local', 's', 'outrageous', 'inclusive', 've', 'simple', '“', 'off-limits', 'physical', 'Original', 'competitive-insult', '“', 'demented', 'adult', 'live', 'international', 'festival', 'most-viewed'], [], [], ['Sunset', 'Strip', '’', 'World', 'Famous', 'Comedy', 'Store', 'Comedy', 'Central', 'Roast', 'Battle', 'Brian', 'Moses', 'DJ', 'Coach', 'Tea', 'LA', '’', 'Fight', 'Club', 'Comedians', '”', 'Toronto', 'Tokyo', 'Barcelona', 'Bangkok', 'Just', 'Laughs', 'Montreal', 'SXSW', 'New', 'York', 'Comedy', 'Festival', 'Brian', 'Moses', 'Comedy', 'Central', '’', 'Roast', 'Battle', 'Roastmaster', 'General', 'Jeff', 'Ross', 'International', 'Canada', 'Mexico', 'South', 'Africa', 'UK', 'Comedy', 'Central', 'UK'], [], ['already', 'Now', 'ever', 'ever', 'only', 'decidedly', 's', 'Originally', 'instead', 'also'], [], ['most']]"
rob riggle,"[['seamless', 'crowds', 'Other', 'regular', 'numerous', 'own', 'special'], [], [], ['Rob', 'Saturday', 'Night', 'Live', 'Step', 'Guys', 'Don', 'Ready', 'Story', 'Hangover', 'Daily', 'Show', 'John', 'Stewart', 'Rob', 'Jump', 'Street', 'Talladega', 'Nights', 'Larry', 'Crowne', 'Distance', 'Human', 'Giant', 'Office', 'Rock', 'Arrested', 'Development', 'Chuck', 'Cleveland', 'Show', 'American', 'Dad', 'Rob', 'Comedy', 'Central', '’', 'Live', 'Gotham', 'Comedy', 'Central', 'Presents', 'Rob', 'Riggle'], ['Brothers'], ['eventually', 'soon', 'best', 'also', 'also'], [], []]"
rob schneider,"[['bona-fide', 'comedic', 'popular', 'day-to-day', 's', 'first', 'entire', 'top', 'past', '’', 'second'], [], ['highest'], ['Rob', 'Schneider', 'Schneider', 'Netflix', 'Real', 'Rob', 'Rob', '’', 'Schneider', 'NBC', '’', 'Saturday', 'Night', 'Live', 'SNL', 'Adam', 'Sandler', 'Tim', 'Meadows', 'David', 'Spade', 'Grown', 'Ups', 'Mess', 'Zohan', 'Big', 'Daddy', 'Waterboy', 'Rob', 'Deuce', 'Bigalow', 'Male', 'Gigolo', 'DVD', 'US', 'Hot', 'Chick', 'Animal', 'Rob', 'Emmy', 'SNL', '’', 'Please'], [], ['well', 'ever', 'first', 'also', 'also'], [], ['most']]"
robert klein,"[['musical', 're', 'first', 'live', 'one-man', 'ninth', 'Special', '4-DVD', 'many', 'many', 'notable', 'upcoming'], ['more', 'more'], [], ['Robert', 'Klein', 'Broadway', 'Robert', 'Grammy', 'Awards', '“', 'Best', 'Comedy', 'Album', 'Year', 'Child', 'Mind', 'Over', 'Matter', 'Tony', 'Award', 'Best', 'Actor', 'Los', 'Angeles', 'Drama', 'Critics', 'Circle', 'Award', 'Neil', 'Simon', 'Playing', 'Song', 'Klein', 'Obie', 'Outer', 'Critics', 'Circle', 'Award', 'Performance', 'Actor', 'Wendy', 'Wasserstein', '’', 'Sisters', 'Rosensweig', 'Klein', 'HBO', 'HBO', 'Robert', 'Robert', 'Klein', 'HBO', 'Specials', 'Collector', '’', 'Edition', 'NBC', 'Sisters', 'Tonight', 'Show', 'Late', 'Show', 'David', 'Letterman', 'Klein', 'Hooper', 'Owl', 'Pussycat', 'Primary', 'Weeks', 'Notice', 'How', 'Guy', 'Dirty', 'Movie', 'Demoted'], ['Colors', 'People', 'Days'], ['twice', 'also', 'currently', 'recently', 'regularly', 'also'], [], []]"
robert dubac s the book of moron,"[['Off-Broadway', '“', 'satirical', 'fast-paced', 'hilarious', 'much', 't', 's', 'inner', 'provocative', 'modern', 'unique', 'simple', 'raucous', 'stand-up', 'live', 'sure', 'clever', 'adolescent', 'hilarious', 'pot-holed', 'cultural', 's', 'funny'], ['bigger', 'bigger'], ['newest', 'best'], ['Robert', 'Dubac', '’', 'Book', 'Moron', 'Hilarious', '”', '“', 'Intelligent', '”', '“', 'Scorching', '”', 'Mark', 'Twain', 'Book', 'Moron', 'Book', 'Moron', 'Dubac', '“', 'Robert', '”', 'Does', '’', 'Robert', '’', 'Robert', 'Dubac', 'Lily', 'Tomlin', 'Mark', 'Twain', '’', 'Robert', 'Dubac', '’', 'Book', 'Moron'], [], ['s', 'so', 'simultaneously', 'together', 'everywhere', 'then'], [], ['most']]"
rocky laporte,"[['every-man', 'streetwise', 'sought', 'Last', 'special', 'hilarious', 'Italian-American', 'big', 'special', 'own', 'special', 'second', 'popular', 'nationwide', 'own', 's', 'clean', 'blue-collar'], [], ['most'], ['Rocky', 'LaPorte', '’', 'Brooklyn', 'Rocky', 'NBC', '’', 'Comic', 'Standing', 'Showtime', '’', 'Godfathers', 'Comedy', 'America', '’', 'Tim', 'Allen', 'Crazy', 'Outside', 'Shaggy', 'Dog', 'Rocky', 'Drew', 'Carey', 'Iraq', 'Showtime', 'Patriot', 'Act', 'Jeffrey', 'Ross', 'Home', 'Movie', 'Rocky', 'Comedy', 'Central', 'Presents', '’', 'Rocky', 'NBC', 'Rocky', 'LaPorte', 'Show', 'Rocky', '’', 'Please'], [], ['recently'], [], ['most', 'most', 'most']]"
rocky dale davis,"[['“', 'half', 'special'], [], ['Most'], ['Rocky', 'Kevin', 'Hart', '’', 'Hart', 'City', 'Comedy', 'Central', 'MTV', '’', 'Greatest', 'Party', 'Stories', 'Ever', 'Laughing', 'Skull', 'Festival', 'TBS', '’', '“', 'Comic', 'New', 'York', 'Comedy', 'Festival', 'Rocky', 'New', 'Face', 'Comedy', '”', 'Just', 'Laughs', 'Montreal', 'Ralphie', 'May', 'Nate', 'Bargatze', 'Bert', 'Kreischer', 'Robert', 'Kelly', 'Tom', 'Segura', 'Rocky', 'Epix'], [], ['recently', 'extensively', 'later'], [], []]"
rodney carrington,"[['multi-talented', 'major', 'new', 'own', 'Good', 'new', 'Overall', 'same', 'Overall', 'new', 'large', 'social', '**THIS'], [], [], ['Comedy', 'Works', 'Entertainment', 'Presents', 'Rodney', 'Carrington', 'Rodney', 'Carrington', 'Rodney', 'Laughter', '’', 'Records', 'Laughter', '’', 'Good', 'Comedy', 'Charts', 'Rodney', 'Carrington', 'Live', 'C', '’', 'Laugh', 'Comedy', 'Charts', 'Hits', 'Colt', 'Ford', 'Titties', 'Beer.', '”', 'Rodney', '’', 'SHOW', 'IS', 'FOR', 'MATURE', 'AUDIENCES**'], [], ['then', 'then', 'back', 'also'], [], []]"
ron funches,"[['funny', 'stand-up', 'unique', 'lovable', 'big', 'easy', 'inventive', 'fresh', 'stand-up', 'other', 'many', 'multiple', 'stand-up', 'voice-over', 'big', 'upcoming'], ['more'], [], ['Ron', 'Funches', 'Ron', 'United', 'Ron', 'NBC', '’', 'Powerless', 'Ron', '’', 'NBC', '’', 'Undateable', 'Comedy', 'Central', '’', '@', 'Kroll', 'Show', 'Drunk', 'History', 'ABC', '’', 'Blackish', 'Ron', 'TBS', '’', 'Conan', 'O', '’', 'Brien', 'Show', 'NBC', '’', 'Tonight', 'Show', 'Jimmy', 'Fallon', 'Ron', '’', 'BoJack', 'Horseman', 'Bob', '’', 'Burgers', 'Home', 'Highly', 'Gifted', 'OK', 'K.O.', 'Let', '’', 'Be', 'Heroes', 'Dreamworks', 'Trolls', 'Will', 'Ferrell', 'Kevin', 'Hart', 'Get', 'Hard', 'Ron', 'Cicada', 'Lexi', 'Harley', 'Quinn', 'TV'], ['States'], ['very', 'just', 'everywhere', 'also', 'as', 'well'], [], []]"
ron white buell,"[['Comedian', 'scotch-drinking', 'chart-topping', 'Grammy-nominated', 'own', 'classic', 'real', 'small', 'daily', 'successful', 'past', 'top', 'top', 'one-hour', 'new', 'road-tested', 'praised'], [], ['Most'], ['Ron', '“', 'Tater', 'Salad', '”', 'White', 'Blue', 'Collar', 'Comedy', 'Tour', 'Ron', 'White', 'White', 'Texas', 'America', 'Ron', '’', 'BillboardTM', 'Comedy', 'Charts', 'Blue', 'Collar', 'Comedy', 'Tour', 'Grammys', 'America', 'White', 'Gold', 'Record', 'Comedy', 'Central', 'New', 'York', 'Times', 'Best', 'Seller', 'List', 'DVD', 'White', 'Cameron', 'Crowe', 'JJ', 'Abrams', '’', 'Showtime', 'Roadies', 'White', '“', 'Phil', '”'], [], ['first', 'now', 'always', 'recently', 'critically'], [], ['most']]"
ronny chieng,"[['top', 'second', 'many', 'correspondent', 'one-hour', 'stand-up', 'special', 'prestigious'], [], ['hottest'], ['Ronny', 'Melbourne', 'International', 'Comedy', 'Festival', 'Best', 'Newcomer', 'Award', 'Ron', 'Way', 'Ronny', 'Just', 'Laughs', 'Comedy', 'Festival', 'Montreal', 'SOHO', 'Theater', 'London', 'Edinburgh', 'Fringe', 'Festival', 'Ronny', 'Age', 'Herald', 'Sun', 'Melbourne', 'Can', 'MICF', 'Australia', 'UK', 'Comedy', 'Central', 'Daily', 'Show', 'Trevor', 'Noah', 'Chieng', 'Chieng', 'Reaction', 'Perth', 'Melbourne', 'Sydney', 'Director', 'Choice', 'Award', 'Melbourne', 'International', 'Comedy', 'Festival', 'Best', 'Fest', 'Sydney', 'Comedy', 'Festival'], [], ['as', 'well', ""n't""], [], []]"
rory albanese,"[['Rory', 'national', 'stand-up', 'nine-time', 'on-air', 'stand-up', 'comedian', 'own', 'special', 'fellow', 'stand-up', 'American', 'full-time', 'first', 'hour-long', 'non-stop'], [], [], ['Albanese', 'Emmy', 'Executive', 'Producer', 'Daily', 'Show', 'Jon', 'Stewart', 'Rory', 'Executive', 'Producer', 'Comedy', 'Central', '’', 'Nightly', 'Show', 'Larry', 'Wilmore', 'Rory', 'Lewis', 'Black', 'Lewis', 'Red', 'White', 'Screwed', 'theater', 'Comedy', 'Central', 'Presents', 'John', 'Oliver', '’', 'New', 'York', 'Comedy', 'Show', 'Comedy', 'Central', 'Albanese', 'Daily', 'Show', 'John', 'Oliver', 'John', 'Hodgman', 'Rob', 'Riggle', 'Al', 'Madrigal', 'Afghanistan', 'USO', 'Rory'], [], ['also', 'Now'], [], []]"
rory scovel,"[['original', 'Last', 's', 'new', 'stand-up', 'special', 'available', '’', 'second', 'general', 'infectious', '“', 't', 'nice', 'huge', 's', 'damn', 'funny.'], [], [], ['Rory', 'Scovel', 'TruTV', 'Denver', 'Ben', 'Roy', 'Adam', 'Cayton-Holland', 'Andrew', 'Orvedahl', 'Rory', 'TBS', 'Ground', 'Floor', 'NBC', 'Undateable', 'ABC', '’', 'Modern', 'Family', 'F/X', '’', 'HBO', '’', 'Life', 'Times', 'Tim', 'Rory', 'Demetri', 'Martin', 'Demetri', '’', 'Dean', 'Rory', 'Comedy', 'Central', 'CONAN', 'Late', 'Night', 'Jimmy', 'Fallon', 'Rory', 'Scovel', 'Live', 'Third', 'Man', 'Records', 'Nashville', 'Whether', '”', '-Daniel', 'Berkowitz', 'LaughSpin'], ['Comedians'], ['currently', 'recently', 'also', 'alongside', 'now', 'live', 'quickly', 'quite', 'pretty'], [], ['most']]"
roseanne barr,"[['award-winning', 'best-selling', 'presidential', 'original', 'domestic', 'stand-up', 'hilarious', 'own', 'multiple', 'American', 'Last', 'recent', 'own', 'outstanding', 'stand-up', 'live', 'select', 'website'], ['more'], ['highest'], ['COMEDY', 'WORKS', 'YEAR', 'CELEBRATION', 'EVENT', 'BACK', 'BY', 'POPULAR', 'DEMAND', 'Roseanne', 'Comedy', 'Roseanne', 'Barr', 'Roseanne', 'Roseanne', 'Barr', 'Emmy', 'Award', 'Golden', 'Globe', 'Kids', 'Choice', 'Comedy', 'Awards', 'Roseanne', 'NBC', '’', 'Comic', 'Standing', 'Wanda', 'Sykes', 'Office', 'Portlandia', 'Millers', 'Roseanne', 'ABC', '’', 'Cristela', 'Barr', 'Roseanne', 'Show', 'Daytime', 'Emmy', 'Award', 'Roseanne', 'Roseanne', 'RoseanneWorld.com', 'Twitter', 'TheRealRoseanne', 'Instagram', 'OfficialRoseanneBarr'], [], [""n't"", 'subsequently', 'approximately', 'as', 'well', 'long', 'also', 'abroad', 'frequently'], [], []]"
roy wood jr,"[['thought', 'charismatic', 'first', 'one-hour', 'stand-up', 'live', 'same', 'new', 'historic', 'top', 'Last', 'numerous', 'Late', 'regular', 's', 'various', 'nationally-released', 'full'], [], [], ['Daily', 'Show', 'Trevor', 'Noah', 'Roy', 'Wood', 'Jr.', 'Hollywood', 'Reporter', '“', 'A', 'Standout', '”', 'Entertainment', 'Weekly', '“', '”', 'Wood', 'Father', 'Figure', 'Comedy', 'Central', 'Season', 'Comedy', 'Central', '’', 'Happening', 'Wood', '’', 'Prior', 'Daily', 'Show', 'Wood', 'TBS', '’', 'Sullivan', 'Son', 'Late', 'Show', 'David', 'Letterman', 'HBO', '’', 'Def', 'Comedy', 'Jam', 'Roy', 'America', 'NBC', '’', 'Comic', 'Standing', 'Late', 'Show', 'Craig', 'Ferguson', 'Conan', 'Tonight', 'Show', 'Jimmy', 'Fallon', 'Late', 'Night', 'Seth', 'Meyers', 'Late', 'Show', 'Stephen', 'Colbert', 'Roy', 'ESPN', '’', 'Sports', 'Roy', 'Wood', 'Jr.', 'Bob', 'Tom', 'Show', 'Roy'], [], ['Currently', 'recently', 'also', 'Not', 'nationally'], [], []]"
rudy ortiz,"[['monthly', 'stand-up', 'various', 'unwanted'], [], [], ['Rudy', 'Rare', 'Form', 'Comedy', 'Northern', 'California', 'Amigos', 'San', 'Francisco', 'Audible', 'San', 'Francisco', 'KNBR', 'Sarah', 'Vinnie', 'Alice', 'San', 'Francisco'], [], ['currently'], [], []]"
russell howard respite,"[['best-selling', 'British', 'Good', 'current', 'globe-spanning', 'stand-up', 'record-breaking', 'celebrated', 'special', 's', 'top', 'new', 'favourite', 'British', 'stand-up', 'comedian'], [], ['biggest'], ['Russell', 'Howard', 'Russell', 'Howard', '’', 'News', 'BBC', 'Russell', 'Howard', 'Hour', 'Sky', 'World', 'Netflix', 'Recalibrate', 'Russell', 'Respite', '’', 'Sunday', 'Times', 'UK', '“', 'Howard', 'New', 'Zealand', 'Herald', 'New', 'Zealand', '“', 'Brexit', 'Time', 'Out', 'USA', '“', 'Time', 'Out', 'China'], [], ['critically', 'ever', 'back', 's', 'internationally'], [], []]"
russell peters,"[['such', 'comedian', 'drastic', 'working-class', 'own', 'multicultural', 'critical', 'global', 'special', 'new', 'unforeseen', 'native', 'first', 'comedian', 'sell-out', 'stand-up', 'documentary', 'show', 'several', 'first', 'Indian', 'new'], ['less', 'larger', 'larger'], [], ['New', 'Material', '’', 'YouTube', 'Richard', 'Pryor', 'George', 'Carlin', 'Eddie', 'Murphy', 'Rolling', 'Stone', '’', 'Best', 'Time', 'Russell', 'Peters', '’', '“', 'Peters', 'Russell', '’', '’', 'Peters', 'CTV', 'Comedy', 'YouTube', 'Canada', 'Toronto', '’', 'Air', 'Canada', 'Centre', 'United', 'UK', 'Australia', 'South', 'Africa', 'Middle', 'East', 'Asia', 'Peters', 'Showtime', 'Comedy', 'Central', 'Netflix', 'Outsourced', 'Red', 'White', 'Brown', 'Green', 'Card', 'Tour', 'Live', 'O2', 'Arena', 'Notorious', 'Almost', 'Famous', 'Russell', 'Peters', 'Vs', 'World', 'Peters', 'CBS', 'Life', 'Pieces', 'Clapper', 'Public', 'Schooled', 'Supercon', 'Ripped', 'Jungle', 'Book', 'Source', 'Code', 'Breakaway', 'Girl', 'Progress', 'Family', 'Guy', 'Bojack', 'Horseman', 'Bob', '’', 'Burgers', 'Ribbit', 'Tonight', 'Show', 'Jay', 'Leno', 'Jimmy', 'Fallon', 'Show', 'Jimmy', 'Kimmel', 'Live', 'Lopez', 'Tonight', 'Craig', 'Ferguson', 'Queen', 'Latifah', 'Show', 'Def', 'Comedy', 'Jam', 'Peters', 'Detective', 'CTV', '/', 'Bell', 'Media', 'Netflix', 'June', 'Peters', 'United'], ['Comics', 'States', 'States'], ['Only', 'even', 'then', 'just', 'solidly', 'Now', 'also', 'not', 'only', 'also', 'as', 'well', 'also', 'currently'], [], []]"
ryan hamilton,"[['favorite', 'immediate', 'comic', 'clean', 'unique', 'Last', 'Comic', 'special', 'regular'], [], [], ['Stone', '’', 'Ryan', 'Ryan', 'Ryan', 'NBC', 'Standing', 'Conan', 'Comedy', 'Central', 'Live', 'Gotham', 'Showtime', 'Caroline', 'Rhea', 'Bob', 'Tom'], ['Friends'], ['also', 'nationally'], [], []]"
sal vulcano,"[['native', 'truTV'], [], ['best'], ['Comedy', 'Works', 'Entertainment', 'Presents', 'Sal', 'Vulcano', 'Special', 'Guest', 'Staten', 'Island', 'Sal', 'Vulcano', '’', '“', 'Impractical', 'Jokers.', '”', 'Tenderloins', 'Comedy', 'Troupe', 'Comedy', 'Central', '’', '“', 'Happening', '”', 'Brian', 'Quinn', 'Say'], [], ['s', 'Not'], [], []]"
sam adams,"[['“', 'prize-winning', 'award-winning', 'commercial', 'keynote', 'public', '’', 's', 'top-booked', 'special', 'viral', 'energetic', 'comically-insightful', 'profanity-free', 'every-day', 'headline', 'featured', 'corporate', 'national-touring', 'genre-jumping', 'nationally-known', 'inductees', 'seven-time'], ['less', 'more'], [], ['Sam', 'Adams', 'Renaissance', 'Man.', '”', 'Ceremonies', '…', 'Accomplished', 'Versatile', 'Sam', 'GigMasters.com', '’', '‘', 'Rising', 'Star', '’', 'True', 'Color', 'Sam', '’', 'Dry', 'Bar', 'Comedy', 'True', 'Facebook', 'Sam', '’', 'Craig', 'Ferguson', 'Frank', 'Caliendo', 'Kevin', 'Nealon', 'Josh', 'Blue', 'David', 'Alan', 'Grier', '’', 'Rock', 'Roll', 'Hall', 'Fame', 'Heart', 'Grammy', 'Award', 'Al', 'Jarreau'], [], ['so', 'Incoherently'], [], []]"
sam jay,"[['stand-up', 'comic', 'album', 'sporadic', '“', 'skit-like', 'much', 'hip-hop', 'stand-up', '70th', 'recent', 'recurring', 'cast', 'late-night', 'half-hour', 'stand-up', 'other', 'award-winning'], [], [], ['Boston', 'Sam', 'Jay', 'Emmy', 'Nominated', 'Writer', 'Saturday', 'Night', 'Live', 'Variety', '’', 'Sam', 'Netflix', 'Comedy', 'Lineup', 'Donna', '’', 'Daughter', 'Comedy', 'Central', 'Records', 'Donna', 'Daughter', 'Coach', 'Tea', 'Sam', 'Primetime', 'Emmy', 'Awards', 'MTV', 'Movie', 'Awards', 'Sam', '’', 'Land', '’', 'Nobodies', 'Season', 'Comedy', 'Central', '’', 'Broad', 'City', 'Just', 'Laughs', 'New', 'Faces', 'Sam', 'Ricking', 'Morty', 'Rick', 'Morty', 'Adult', 'Swim', 'MTV', '’', 'SafeWord', 'Sam', 'ABC', '’', 'Late', 'Night', 'Jimmy', 'Kimmel', 'Comedy', 'Central', 'Sam', '’', 'Pinsky', 'Starz', '’', 'Take', 'My', 'Wife', 'Comedy', 'Central', '’', 'White', 'Flight', 'Comedy', 'Central', '’', 'Meltdown', 'Jonah', 'Kumail', 'Viceland', '’', 's', 'Party', 'Legends', 'Flophouse', 'Sam', 'Comedy', 'Central', '“', 'Comics'], ['Comics', 'Presents'], ['Originally', 'frequently', 'recently', 'as', 'as', 'well', 'internationally'], [], ['Most']]"
sam morril,"[['fastest-rising', 'stand-up', 'first', 'special', 'titled', 'Positive', 'third', 'stand-up', 'numerous', 'top', 'own', 'special', 'other', 'Last'], [], ['best'], ['Sam', 'Morril', 'New', 'York', 'City', 'MSG', 'Networks', 'People', 'Talkin', '’', 'Sports', 'Sam', 'Morril', 'Amy', 'Schumer', 'Comedy', 'Central', 'Morril', 'Late', 'Show', 'Stephen', 'Colbert', 'Conan', 'Sam', 'Class', 'Act', 'Comedy', 'Central', 'Comedy', 'Central', 'Presents', 'Sam', '’', 'Comedy', 'Central', '’', 'Adam', 'Devine', '’', 's', 'House', 'Party', 'Inside', 'Amy', 'Schumer', '@', 'Midnight', 'NBC', '’', 'Comic', 'Standing', 'America', '’', 'Got', 'Talent', 'Sam', 'Laughing', 'Skull', 'Comedy', 'Festival', 'Atlanta', 'Comedy', 'Central', '’', '“', 'Comic', '”', 'Please'], [], ['also', 'currently', 'long', 'also', 'very', 'as', 'well'], [], []]"
sam tallent,"[['whip-quick', 'original', 'absurd', 'surreal', '“', 'many', 'due', 'available', 'fine'], [], ['sharpest', 'biggest'], ['Sam', 'Tallent', 'Denver', 'Post', 'Black', 'Flag', '”', 'Savage', 'Henry', 'Magazine', 'Sam', 'Dave', 'Chappelle', 'Doug', 'Stanhope', 'Kyle', 'Kinane', 'Dana', 'Carvey', 'Russel', 'Peters', 'Hannibal', 'Buress', 'Ron', 'White', 'Comedy', 'Central', '’', 'Roast', 'Battle', 'VICELAND', '’', 'Flophouse', 'Chris', 'Gethard', 'Show', 'VICE.com', 'Sam', '’', 'Light'], [], ['not', 'alongside', 'recently', 'as', 'well', 'later'], [], ['most']]"
samuel j comroe,"[['stand-up', 's', 'observational'], [], [], ['Samuel', 'J.', 'Comroe', 'Los', 'Angeles', 'Comroe', 'TBS', '’', 'Conan', 'BET', '’', 'Real', 'Hollywood', 'Kevin', 'Hart', 'Samuel', 'America', '’', 'Got', 'Talent', 'America', 'Got', 'Talent', 'Champions', 'Edition', 'Sam', 'Def', 'Digital', '’', 'Comedy', 'Originals', 'Ricky', 'Gervais', '’', 'Comedy', 'Competition', 'San', 'Francisco', 'Comedy', 'Competition', 'YouTube', 'Channel', 'Samuel', '’', 'Tourette', 'Syndrome'], [], ['annually', 'recently', 'also'], [], []]"
sarah colonna,"[['comedian', 'popular', 'roundtable', 'full', '’', 's', 'semi-finalist', 'Last', 'upcoming', 'hilarious', 'several', 'other', 'first', 'second', 'same'], [], ['best'], ['Sarah', 'Colonna', 'Sarah', 'Colonna', 'Chelsea', 'Lately', 'Chelsea', 'Lately', 'Sarah', 'NBC', '’', 'Comic', 'Standing', 'Netflix', 'Insatiable', 'Back', 'Day', 'Diablo', 'Cody', '’', 'Paradise', 'CBS', '’', 'Battle', 'Creek', 'Killing', 'Hasselhoff', 'Monk', 'Life', 'New', 'York', 'Times', 'Bestseller', 'NBC', 'Has', 'Anyone', 'Seen', 'My', 'Pants', 'March'], [], ['well', 'also', 'Lately', 'as', 'well', 'recently'], [], []]"
Sarah Silverman,"[['Two-time', 'versatile', 'comedian', 'next', 'Emmy-nominated', 'Globe-nominated', 'original', 'critical', 'stand-up', 'hour-long', 'stand-up', 'special', 'impressive', 'concert-meets-comedy', 'major', 'first', 'fictionalized'], [], [], ['Emmy', 'Award', 'Sarah', 'Silverman', 'Silverman', 'Book', 'Henry', 'Battle', 'Sexes', 'Fox', 'Bob', '’', 'Burgers', 'Golden', 'Showtime', 'Masters', 'Sex', 'JASH', 'YouTube', 'Silverman', 'Silverman', 'Smile', 'Back', 'Sundance', 'Film', 'Festival', 'Silverman', 'HBO', 'Sarah', 'Silverman', 'Miracles', 'Primetime', 'Emmy', 'Award', 'Outstanding', 'Writing', 'Variety', 'Special', 'Silverman', 'Sarah', 'Silverman', 'Jesus', 'Magic', 'Toronto', 'Film', 'Festival', 'Bedwetter', 'Courage', 'Redemption', 'Pee', 'New', 'York', 'Times', 'Bestseller', 'Silverman', 'Primetime', 'Emmy', 'Award', '“', 'Outstanding', 'Lead', 'Actress', 'Comedy', 'Series', '”', 'Comedy', 'Central', 'Sarah', 'Silverman', 'Program'], [], ['next', 'also', 'Additionally', 'recently', 'recently', 'critically', 'Previously', 'also'], [], ['most', 'most', 'most']]"
sarah tiana,"[['big', 'other', 'regular', '’', 's', 'current', 'single', 'old', '”', 'big', 'young', 'downright', 'avid'], [], ['Most'], ['Sarah', 'Tiana', 'Roast', 'Battle', 'Comedy', 'Central', 'Just', 'Laughs', 'Montreal', 'Comedy', 'Central', '’', '@', 'Chelsea', 'Lately', 'CMT', '’', 'Josh', 'Wolf', 'Show', 'Jeff', 'Ross', 'Burn', 'Roast', 'Justin', 'Beiber', 'Red', 'Carpet', 'CMA', '’', 'Red', 'Carpet', 'Calhoun', 'GA', 'Sarah', 'Tiana', 'War', 'Northern', 'Aggression', '”', '’', '“', 'Sarah', '’', 'Carmen', 'Reno', '’', 'Strait', 'Jacket', 'Society', 'Hollywood', 'Merican', 'Sarah', 'Iraq', 'Mrs.', 'Bevins', 'Soup', 'Investigates', 'Love', 'Whitney', 'Cummings', 'Sarah', 'ESPY', 'Awards', 'Rob', 'Riggle', 'NFL', 'FOX'], [], ['recently', 'also', 'as', 'well', 'Originally', 's', 'too', 'sexually', 'still', 'currently', 'also'], [], []]"
sasheer zamata,"[['featured', 'acclaimed', 'web', 'Great', 'American', 'online', 'web'], [], [], ['Sasheer', 'SNL', 'Pursuit', 'Sexiness', 'Doppelganger', 'Harold', 'Night', 'Bucky', 'School', 'Night', 'Wednesday', 'Jezebel', 'Hairpin', 'Vulture', 'Think', 'Progress', 'Clutch', 'Magazine', 'Time', 'Out', 'New', 'York', 'New', 'York', 'Times', 'Bridgetown', 'Comedy', 'Festival', 'Comedy', 'Festival', 'Letterman', 'Showcase', 'North', 'Carolina', 'Comedy', 'Arts', 'Festival', 'Comedy', 'Central', 'Showcase', 'John', 'Mulaney', 'Bonnaroo', 'Jest', 'College', 'Humor', 'Today', 'Show', 'Jezebel', 'Cooking', 'Channel', 'Cooking', 'Channel', 'Back', 'Time', 'Thanksgiving', 'Totally', 'W.', 'Kamau', 'Bell', 'FX', 'Inside', 'Amy', 'Schumer', 'Comedy', 'Central'], ['Comics'], ['currently', 'also', 'critically', 'also'], [], []]"
